# case	id kind role ordinal parents locator (explicit) or digest (corpus)
holes_3_reversed_direction	bbde8731c7033f4b9351b4310c3f7523 edge vertical 0 L204 0 vertex 3 both
holes_3_reversed_direction	bcd362cbe2c87402ceb4481959da180a vertex bottom_vertex 0 L604 1 vertex 3 start
holes_3_reversed_direction	c25dd04a868bb1f41170ba13fff8938f edge top_edge 0 L504 1 segment 3 end
holes_3_reversed_direction	c97b116d7e3f48d589abc1ca93f434db edge bottom_edge 0 L102 0 segment 1 start
holes_3_reversed_direction	caf1c545bf8bb406cbf16278b3e1fdc1 edge top_edge 0 L101 0 segment 0 end
holes_3_reversed_direction	d4cf0b3b91033d0ec1f6938ceec50330 edge vertical 0 L601 1 vertex 0 both
holes_3_reversed_direction	dbf6dbfc873f4a35997f531550573b2b edge bottom_edge 0 L803 3 segment 1 start
holes_3_reversed_direction	dc3f0b73300340c0a82a937ed6b24af7 edge vertical 0 L901 3 vertex 0 both
holes_3_reversed_direction	dcf3967fb6c873f83b1c7b76163af9fc vertex bottom_vertex 0 L602 1 vertex 1 start
holes_3_reversed_direction	e2631ad9937c0e9b65da1071bafb59d8 vertex top_vertex 0 L201 0 vertex 0 end
holes_3_reversed_direction	e389cfe012c65c1e58a4f7ad57d6823a face wall 0 L103 0 segment 2 both
holes_3_reversed_direction	e51b40c3597c0bb67d69a556e999a211 vertex top_vertex 0 L602 1 vertex 1 end
holes_3_reversed_direction	e6e9c6fda47c0d408ebd3fd6e3d0ac43 vertex top_vertex 0 L903 3 vertex 2 end
holes_3_reversed_direction	ecd778b5c9c65ae852dc0268b7931af2 face wall 0 L802 3 segment 2 both
holes_3_reversed_direction	fd946b4eb4c876ecf86606b4eebfc3b2 vertex bottom_vertex 0 L202 0 vertex 1 start
holes_3_reversed_direction	fec97b3f51c65e6ae97ec96b50b7023d face wall 0 L503 1 segment 2 both
holes_3_reversed_direction	ff0f8627b63f48c5c5e7c74849685938 edge bottom_edge 0 L101 0 segment 0 start
holes_3_reversed_direction	ff12f2b73dc65ac8ba3ee7c265e42d60 face wall 0 L804 3 segment 0 both
holes_3_reversed_direction	ff57b59e5f033f50d49307b1cfc36904 edge vertical 0 L203 0 vertex 2 both
clockwise_labelled	02f9bdfc6d72970eb7637469496c2ca3 vertex top_vertex 0 L404 0 vertex 4 end
clockwise_labelled	0849e6fef373521f15ac1dcb605d44cf edge vertical 0 L406 0 vertex 2 both
clockwise_labelled	1167a3ffad73520f495d90783785ce06 edge vertical 0 L403 0 vertex 5 both
clockwise_labelled	1281b00bb962f2b9d3d26c0acad7064f edge top_edge 0 L301 0 segment 6 end
clockwise_labelled	193002bffca06123c5706b08c160190d face wall 0 L302 0 segment 5 both
clockwise_labelled	19fc34af87729713f01a35192ea4855e vertex top_vertex 0 L405 0 vertex 3 end
clockwise_labelled	1a66f08c4eddf9292213fb87238c7cd3 region region 0 L300 region
clockwise_labelled	1f4c5db20d7352244e62de7b45959d8a edge vertical 0 L407 0 vertex 1 both
clockwise_labelled	25b93843baaf597c06f99813f36f095d edge bottom_edge 0 L306 0 segment 1 start
clockwise_labelled	27e0ee61e7729728f51f831c3cb454e2 vertex top_vertex 0 L401 0 vertex 0 end
clockwise_labelled	3032797316a06128fe272bb8a69871c8 face wall 0 L303 0 segment 4 both
clockwise_labelled	3832f9044962f231332ff0f6ef704175 edge top_edge 0 L307 0 segment 0 end
clockwise_labelled	3cbbaef6d4af59813fb058c3d8a76218 edge bottom_edge 0 L307 0 segment 0 start
clockwise_labelled	4130829bfc26330cac6dfdc677e5d15b vertex bottom_vertex 0 L405 0 vertex 3 start
clockwise_labelled	4cc6056aeca060b029d33df7f40923b7 face wall 0 L304 0 segment 3 both
clockwise_labelled	4f153c4e5c263321b1734bc985f5a0df vertex bottom_vertex 0 L401 0 vertex 0 start
clockwise_labelled	4f356fb76362f2366be6b1a6d4a89a30 edge top_edge 0 L306 0 segment 1 end
clockwise_labelled	4f67655adaaf59bb1609821d1d9e77e9 edge bottom_edge 0 L302 0 segment 5 start
clockwise_labelled	5832f94f16263311e524be765d1e2a16 vertex bottom_vertex 0 L404 0 vertex 4 start
clockwise_labelled	63c87c1e06a060b56289fea7d9417c72 face wall 0 L305 0 segment 2 both
clockwise_labelled	6669dc0df4af59c04ec042cd02d6d0a4 edge bottom_edge 0 L303 0 segment 4 start
clockwise_labelled	89ec1ad59d72971939e61b6ad0741465 vertex top_vertex 0 L406 0 vertex 2 end
clockwise_labelled	8f3c43d823735229982ec4cce7652c91 edge vertical 0 L404 0 vertex 4 both
clockwise_labelled	97d0d487fd72972e3eeb696dde83e3e9 vertex top_vertex 0 L402 0 vertex 6 end
clockwise_labelled	985a00d8dd735219cbe03779be8db5c8 edge vertical 0 L401 0 vertex 0 both
clockwise_labelled	99740ce4e962f2c45655130c51deee11 edge top_edge 0 L303 0 segment 4 end
clockwise_labelled	9ec6db6a8aaf59718476f1126c67219b edge bottom_edge 0 L304 0 segment 3 start
clockwise_labelled	a0ee9188b772971e729cdc1ab5ac6d20 vertex top_vertex 0 L407 0 vertex 1 end
clockwise_labelled	a63eba8b3d73522ed0e5857ccc9d854c edge vertical 0 L405 0 vertex 3 both
clockwise_labelled	a9401c99e6a0611e7ba484b71f908a06 face wall 0 L301 0 segment 6 both
clockwise_labelled	aed34b3b1772973377a22a1dc3bc3ca4 vertex top_vertex 0 L403 0 vertex 5 end
clockwise_labelled	b07683980362f2c98f0bd3bc371746cc edge top_edge 0 L302 0 segment 5 end
clockwise_labelled	b1409c2b1962f226b0ad49f5686859b3 edge top_edge 0 L305 0 segment 2 end
clockwise_labelled	b5c9521da4af5976bd2db1c2519f7a56 edge bottom_edge 0 L305 0 segment 2 start
clockwise_labelled	c78fc044f553f6def31be52c2158938e face end_cap 0 L300 cap end
clockwise_labelled	c822df752c2633172ef0a4c7feedb91d vertex bottom_vertex 0 L407 0 vertex 1 start
clockwise_labelled	c84312de3362f22be9640aa54da0b26e edge top_edge 0 L304 0 segment 3 end
clockwise_labelled	d3b862441ca060baac55e4f97b110b79 face wall 0 L306 0 segment 1 both
clockwise_labelled	d60799278c26332c33f5f2cb0cfd88a1 vertex bottom_vertex 0 L403 0 vertex 5 start
clockwise_labelled	d9eb8330056455cb60a1a92c044f83fd face start_cap 0 L300 cap start
clockwise_labelled	df2556284626331c67a76577e42611d8 vertex bottom_vertex 0 L406 0 vertex 2 start
clockwise_labelled	df777f34c4af59b5cc3d9bcb7bcee8e2 edge bottom_edge 0 L301 0 segment 6 start
clockwise_labelled	eabad8f736a060bfe50ca5a960496434 face wall 0 L307 0 segment 0 both
clockwise_labelled	ed0a0fdaa62633316cacb37af235e15c vertex bottom_vertex 0 L402 0 vertex 6 start
clockwise_labelled	fa652d4c9373520a10a6cfc8524d754b edge vertical 0 L402 0 vertex 6 both
clockwise_closing_point	20096084fc3a9075e5f5c1b148f712cf region region 0 P0.b0 region
clockwise_closing_point	347f3761231aab81d23d5d380e970238 vertex top_vertex 0 P0.v5 0 vertex 5 end
clockwise_closing_point	3486ab162f1aab81d23d5d3a596ef3a9 vertex top_vertex 0 P0.v4 0 vertex 4 end
clockwise_closing_point	34959280471aab81d23d5d3eef1ed68b vertex top_vertex 0 P0.v6 0 vertex 6 end
clockwise_closing_point	349d0635531aab81d23d5d4139f6c7fc vertex top_vertex 0 P0.v1 0 vertex 1 end
clockwise_closing_point	34a479ea5f1aab81d23d5d4384ceb96d vertex top_vertex 0 P0.v0 0 vertex 0 end
clockwise_closing_point	34abed9f6b1aab81d23d5d45cfa6aade vertex top_vertex 0 P0.v3 0 vertex 3 end
clockwise_closing_point	34b36154771aab81d23d5d481a7e9c4f vertex top_vertex 0 P0.v2 0 vertex 2 end
clockwise_closing_point	3fceae614ae63e59246742b6cb7b2058 vertex bottom_vertex 0 P0.v2 0 vertex 2 start
clockwise_closing_point	3fd6221656e63e59246742b9165311c9 vertex bottom_vertex 0 P0.v3 0 vertex 3 start
clockwise_closing_point	3fdd95cb62e63e59246742bb612b033a vertex bottom_vertex 0 P0.v0 0 vertex 0 start
clockwise_closing_point	3fe509806ee63e59246742bdac02f4ab vertex bottom_vertex 0 P0.v1 0 vertex 1 start
clockwise_closing_point	3fec7d357ae63e59246742bff6dae61c vertex bottom_vertex 0 P0.v6 0 vertex 6 start
clockwise_closing_point	3ffb649f92e63e59246742c48c8ac8fe vertex bottom_vertex 0 P0.v4 0 vertex 4 start
clockwise_closing_point	4002d8549ee63e59246742c6d762ba6f vertex bottom_vertex 0 P0.v5 0 vertex 5 start
clockwise_closing_point	5270583da3da6767aa819253802386b9 edge vertical 0 P0.v6 0 vertex 6 both
clockwise_closing_point	5277cbf2afda6767aa819255cafb782a edge vertical 0 P0.v5 0 vertex 5 both
clockwise_closing_point	527f3fa7bbda6767aa81925815d3699b edge vertical 0 P0.v4 0 vertex 4 both
clockwise_closing_point	5286b35cc7da6767aa81925a60ab5b0c edge vertical 0 P0.v3 0 vertex 3 both
clockwise_closing_point	528e2711d3da6767aa81925cab834c7d edge vertical 0 P0.v2 0 vertex 2 both
clockwise_closing_point	52959ac6dfda6767aa81925ef65b3dee edge vertical 0 P0.v1 0 vertex 1 both
clockwise_closing_point	529d0e7bebda6767aa81926141332f5f edge vertical 0 P0.v0 0 vertex 0 both
clockwise_closing_point	9d609131cddc23642340df0423be1648 edge bottom_edge 0 P0.s0 0 segment 0 start
clockwise_closing_point	9d6804e6d9dc23642340df066e9607b9 edge bottom_edge 0 P0.s1 0 segment 1 start
clockwise_closing_point	9d6f789be5dc23642340df08b96df92a edge bottom_edge 0 P0.s2 0 segment 2 start
clockwise_closing_point	9d76ec50f1dc23642340df0b0445ea9b edge bottom_edge 0 P0.s3 0 segment 3 start
clockwise_closing_point	9d7e6005fddc23642340df0d4f1ddc0c edge bottom_edge 0 P0.s4 0 segment 4 start
clockwise_closing_point	9d85d3bb09dc23642340df0f99f5cd7d edge bottom_edge 0 P0.s5 0 segment 5 start
clockwise_closing_point	9d8d477015dc23642340df11e4cdbeee edge bottom_edge 0 P0.s6 0 segment 6 start
clockwise_closing_point	b020e9aab56cb3aa4aa45a4e7db27d29 face start_cap 0 P0.b0 cap start
clockwise_closing_point	bf6fc16217a7b63b756aca194efeb7d8 edge top_edge 0 P0.s3 0 segment 3 end
clockwise_closing_point	bf77351723a7b63b756aca1b99d6a949 edge top_edge 0 P0.s2 0 segment 2 end
clockwise_closing_point	bf7ea8cc2fa7b63b756aca1de4ae9aba edge top_edge 0 P0.s1 0 segment 1 end
clockwise_closing_point	bf861c813ba7b63b756aca202f868c2b edge top_edge 0 P0.s0 0 segment 0 end
clockwise_closing_point	bf9503eb53a7b63b756aca24c5366f0d edge top_edge 0 P0.s6 0 segment 6 end
clockwise_closing_point	bf9c77a05fa7b63b756aca27100e607e edge top_edge 0 P0.s5 0 segment 5 end
clockwise_closing_point	bfa3eb556ba7b63b756aca295ae651ef edge top_edge 0 P0.s4 0 segment 4 end
clockwise_closing_point	e3da2e1dfd6e6fa6c363a14405717238 face wall 0 P0.s4 0 segment 4 both
clockwise_closing_point	e3e1a1d3096e6fa6c363a146504963a9 face wall 0 P0.s5 0 segment 5 both
clockwise_closing_point	e3e91588156e6fa6c363a1489b21551a face wall 0 P0.s6 0 segment 6 both
clockwise_closing_point	e3f7fcf22d6e6fa6c363a14d30d137fc face wall 0 P0.s0 0 segment 0 both
clockwise_closing_point	e3ff70a7396e6fa6c363a14f7ba9296d face wall 0 P0.s1 0 segment 1 both
clockwise_closing_point	e406e45c456e6fa6c363a151c6811ade face wall 0 P0.s2 0 segment 2 both
clockwise_closing_point	e40e5811516e6fa6c363a15411590c4f face wall 0 P0.s3 0 segment 3 both
clockwise_closing_point	faa7508a663a027e158d899724e397d4 face end_cap 0 P0.b0 cap end
labels_absent	0c403f79e60d354375dcbc6c4495f285 region region 0 P0.b0 region
labels_absent	738c48d7d9e89cbe359735037d09b630 face wall 0 P0.s2 0 segment 2 both
labels_absent	7393bc8ce5e89cbe35973505c7e1a7a1 face wall 0 P0.s3 0 segment 3 both
labels_absent	739b3041f1e89cbe3597350812b99912 face wall 0 P0.s0 0 segment 0 both
labels_absent	73a2a3f6fde89cbe3597350a5d918a83 face wall 0 P0.s1 0 segment 1 both
labels_absent	73b8ff1621e89cbe359735113e195ed6 face wall 0 P0.s4 0 segment 4 both
labels_absent	73c072cb2de89cbe3597351388f15047 face wall 0 P0.s5 0 segment 5 both
labels_absent	7bebdcd2954ba78ec3e5dc865d5a8452 vertex top_vertex 0 P0.v5 0 vertex 5 end
labels_absent	7bf35087a14ba78ec3e5dc88a83275c3 vertex top_vertex 0 P0.v4 0 vertex 4 end
labels_absent	7bfac43cad4ba78ec3e5dc8af30a6734 vertex top_vertex 0 P0.v3 0 vertex 3 end
labels_absent	7c0237f1b94ba78ec3e5dc8d3de258a5 vertex top_vertex 0 P0.v2 0 vertex 2 end
labels_absent	7c09aba6c54ba78ec3e5dc8f88ba4a16 vertex top_vertex 0 P0.v1 0 vertex 1 end
labels_absent	7c111f5bd14ba78ec3e5dc91d3923b87 vertex top_vertex 0 P0.v0 0 vertex 0 end
labels_absent	7d825c40641a22267cbe8a3169511270 edge bottom_edge 0 P0.s2 0 segment 2 start
labels_absent	7d89cff5701a22267cbe8a33b42903e1 edge bottom_edge 0 P0.s3 0 segment 3 start
labels_absent	7d9143aa7c1a22267cbe8a35ff00f552 edge bottom_edge 0 P0.s0 0 segment 0 start
labels_absent	7d98b75f881a22267cbe8a3849d8e6c3 edge bottom_edge 0 P0.s1 0 segment 1 start
labels_absent	7daf127eac1a22267cbe8a3f2a60bb16 edge bottom_edge 0 P0.s4 0 segment 4 start
labels_absent	7db68633b81a22267cbe8a417538ac87 edge bottom_edge 0 P0.s5 0 segment 5 start
labels_absent	b539833d1556e0b420443e2b20dde358 vertex bottom_vertex 0 P0.v4 0 vertex 4 start
labels_absent	b540f6f22156e0b420443e2d6bb5d4c9 vertex bottom_vertex 0 P0.v5 0 vertex 5 start
labels_absent	b55752114556e0b420443e344c3da91c vertex bottom_vertex 0 P0.v0 0 vertex 0 start
labels_absent	b55ec5c65156e0b420443e3697159a8d vertex bottom_vertex 0 P0.v1 0 vertex 1 start
labels_absent	b566397b5d56e0b420443e38e1ed8bfe vertex bottom_vertex 0 P0.v2 0 vertex 2 start
labels_absent	b56dad306956e0b420443e3b2cc57d6f vertex bottom_vertex 0 P0.v3 0 vertex 3 start
labels_absent	b8579aae9af3d5e391f5997ca31b1cb2 face end_cap 0 P0.b0 cap end
labels_absent	be5eb2f7d3ea58baae5681aaf5447ffb face start_cap 0 P0.b0 cap start
labels_absent	cd9ea3451e255b4bd91cf17130e0d7c8 edge top_edge 0 P0.s5 0 segment 5 end
labels_absent	cda616fa2a255b4bd91cf1737bb8c939 edge top_edge 0 P0.s4 0 segment 4 end
labels_absent	cdbc72194e255b4bd91cf17a5c409d8c edge top_edge 0 P0.s1 0 segment 1 end
labels_absent	cdc3e5ce5a255b4bd91cf17ca7188efd edge top_edge 0 P0.s0 0 segment 0 end
labels_absent	cdcb598366255b4bd91cf17ef1f0806e edge top_edge 0 P0.s3 0 segment 3 end
labels_absent	cdd2cd3872255b4bd91cf1813cc871df edge top_edge 0 P0.s2 0 segment 2 end
labels_absent	df39c219bc1bde22f57ddc7ac62016e0 edge vertical 0 P0.v1 0 vertex 1 both
labels_absent	df4135cec81bde22f57ddc7d10f80851 edge vertical 0 P0.v0 0 vertex 0 both
labels_absent	df48a983d41bde22f57ddc7f5bcff9c2 edge vertical 0 P0.v3 0 vertex 3 both
labels_absent	df501d38e01bde22f57ddc81a6a7eb33 edge vertical 0 P0.v2 0 vertex 2 both
labels_absent	df5790edec1bde22f57ddc83f17fdca4 edge vertical 0 P0.v5 0 vertex 5 both
labels_absent	df5f04a2f81bde22f57ddc863c57ce15 edge vertical 0 P0.v4 0 vertex 4 both
labels_present	040ae263a7c3277185e74f5e2c7efccc edge bottom_edge 0 L46 0 segment 5 start
labels_present	0dcb51f1feff357f90651f9fb99951e0 edge vertical 0 L144 0 vertex 3 both
labels_present	1431cb426c4a3b6cff8d9c5ae7e7ae0d vertex top_vertex 0 L143 0 vertex 2 end
labels_present	1c3c3c34f1efadcf9ce173818653b9f3 face end_cap 0 L40 cap end
labels_present	1fa0fd63e33c16bed51532dba38eb82b face wall 0 L41 0 segment 0 both
labels_present	2247a1088f1e23927a2260e8d6129232 region region 0 L40 region
labels_present	2d85b716433c16d3da1a80deb19e87af face wall 0 L45 0 segment 4 both
labels_present	363a95eeee76be7289ef9581c4b822f1 edge top_edge 0 L42 0 segment 1 end
labels_present	3977f11866ff3622774e3c376693da1f edge vertical 0 L143 0 vertex 2 both
labels_present	399f571ddfc32761c22354dbe1f32129 edge bottom_edge 0 L43 0 segment 2 start
labels_present	441f4fa14e76be878ef4e384d2c7f275 edge top_edge 0 L46 0 segment 5 end
labels_present	5144805e96ff3584d1a673207d1d45c1 edge vertical 0 L145 0 vertex 4 both
labels_present	54256f0ee2fdcd3744c508bc8334daf4 vertex bottom_vertex 0 L143 0 vertex 2 start
labels_present	5535721e1b3c16af115138595902dc88 face wall 0 L42 0 segment 1 both
labels_present	631a2bd07b3c16c41656865c6712ac0c face wall 0 L46 0 segment 5 both
labels_present	658fb361644a3b8745d43ddeb97b7172 vertex top_vertex 0 L144 0 vertex 3 end
labels_present	6df070645afdccfd76f672341c896049 vertex bottom_vertex 0 L146 0 vertex 5 start
labels_present	79b3c45b8676be77cb30e902883c16d2 edge top_edge 0 L41 0 segment 0 end
labels_present	87987e0de676be8cd0363705964be656 edge top_edge 0 L45 0 segment 4 end
labels_present	8afd3f3cd7c3277c0869f65fb386e48e edge bottom_edge 0 L44 0 segment 3 start
labels_present	9479f1ae12782207761ffa3616137198 face start_cap 0 L40 cap start
labels_present	94bdaecb2eff358a12e7c6a140a139a2 edge vertical 0 L146 0 vertex 5 both
labels_present	979e9d7b7afdcd3c86065c3d46b8ced5 vertex bottom_vertex 0 L142 0 vertex 1 start
labels_present	98aea08ab33c16b452928bda1c86d069 face wall 0 L43 0 segment 2 both
labels_present	9b24281b9c4a3b778210435c6eef95cf vertex top_vertex 0 L141 0 vertex 0 end
labels_present	a908e1cdfc4a3b8c8715915f7cff6553 vertex top_vertex 0 L145 0 vertex 4 end
labels_present	b1699ed0f2fdcd02b837c5b4e00d542a vertex bottom_vertex 0 L145 0 vertex 4 start
labels_present	b285943f36ff3617f4cb9535df8bf25d edge vertical 0 L141 0 vertex 0 both
labels_present	c091b3f70fc3276c44a5fbdd68fb08eb edge bottom_edge 0 L41 0 segment 0 start
labels_present	cb11ac7a7e76be9211778a8659cfda37 edge top_edge 0 L44 0 segment 3 end
labels_present	ce766da96fc3278149ab49e0770ad86f edge bottom_edge 0 L45 0 segment 4 start
labels_present	d0b89cd5d44a3b67be4c48da2463ba2c vertex top_vertex 0 L142 0 vertex 1 end
labels_present	db17cbe812fdcd41c747afbe0a3cc2b6 vertex bottom_vertex 0 L141 0 vertex 0 start
labels_present	de9d5688344a3b7cc35196dd327389b0 vertex top_vertex 0 L146 0 vertex 5 end
labels_present	ea0c88a9ab3c16ce98d92d5dee1a93ce face wall 0 L44 0 segment 3 both
labels_present	f2c167825676be6d48ae420101342f10 edge top_edge 0 L43 0 segment 2 end
labels_present	f4e2cd3d8afdcd07f9791935a391480b vertex bottom_vertex 0 L144 0 vertex 3 start
labels_present	f5fec2abceff361d360ce8b6a30fe63e edge vertical 0 L142 0 vertex 1 both
labels_present	f62628b147c3275c80e2015b1e6f2d48 edge bottom_edge 0 L42 0 segment 1 start
labels_permuted	040ae263a7c3277185e74f5e2c7efccc edge bottom_edge 0 L46 0 segment 2 start
labels_permuted	0dcb51f1feff357f90651f9fb99951e0 edge vertical 0 L144 0 vertex 0 both
labels_permuted	1431cb426c4a3b6cff8d9c5ae7e7ae0d vertex top_vertex 0 L143 0 vertex 5 end
labels_permuted	1c3c3c34f1efadcf9ce173818653b9f3 face end_cap 0 L40 cap end
labels_permuted	1fa0fd63e33c16bed51532dba38eb82b face wall 0 L41 0 segment 1 both
labels_permuted	2247a1088f1e23927a2260e8d6129232 region region 0 L40 region
labels_permuted	2d85b716433c16d3da1a80deb19e87af face wall 0 L45 0 segment 4 both
labels_permuted	363a95eeee76be7289ef9581c4b822f1 edge top_edge 0 L42 0 segment 3 end
labels_permuted	3977f11866ff3622774e3c376693da1f edge vertical 0 L143 0 vertex 5 both
labels_permuted	399f571ddfc32761c22354dbe1f32129 edge bottom_edge 0 L43 0 segment 5 start
labels_permuted	441f4fa14e76be878ef4e384d2c7f275 edge top_edge 0 L46 0 segment 2 end
labels_permuted	5144805e96ff3584d1a673207d1d45c1 edge vertical 0 L145 0 vertex 4 both
labels_permuted	54256f0ee2fdcd3744c508bc8334daf4 vertex bottom_vertex 0 L143 0 vertex 5 start
labels_permuted	5535721e1b3c16af115138595902dc88 face wall 0 L42 0 segment 3 both
labels_permuted	631a2bd07b3c16c41656865c6712ac0c face wall 0 L46 0 segment 2 both
labels_permuted	658fb361644a3b8745d43ddeb97b7172 vertex top_vertex 0 L144 0 vertex 0 end
labels_permuted	6df070645afdccfd76f672341c896049 vertex bottom_vertex 0 L146 0 vertex 2 start
labels_permuted	79b3c45b8676be77cb30e902883c16d2 edge top_edge 0 L41 0 segment 1 end
labels_permuted	87987e0de676be8cd0363705964be656 edge top_edge 0 L45 0 segment 4 end
labels_permuted	8afd3f3cd7c3277c0869f65fb386e48e edge bottom_edge 0 L44 0 segment 0 start
labels_permuted	9479f1ae12782207761ffa3616137198 face start_cap 0 L40 cap start
labels_permuted	94bdaecb2eff358a12e7c6a140a139a2 edge vertical 0 L146 0 vertex 2 both
labels_permuted	979e9d7b7afdcd3c86065c3d46b8ced5 vertex bottom_vertex 0 L142 0 vertex 3 start
labels_permuted	98aea08ab33c16b452928bda1c86d069 face wall 0 L43 0 segment 5 both
labels_permuted	9b24281b9c4a3b778210435c6eef95cf vertex top_vertex 0 L141 0 vertex 1 end
labels_permuted	a908e1cdfc4a3b8c8715915f7cff6553 vertex top_vertex 0 L145 0 vertex 4 end
labels_permuted	b1699ed0f2fdcd02b837c5b4e00d542a vertex bottom_vertex 0 L145 0 vertex 4 start
labels_permuted	b285943f36ff3617f4cb9535df8bf25d edge vertical 0 L141 0 vertex 1 both
labels_permuted	c091b3f70fc3276c44a5fbdd68fb08eb edge bottom_edge 0 L41 0 segment 1 start
labels_permuted	cb11ac7a7e76be9211778a8659cfda37 edge top_edge 0 L44 0 segment 0 end
labels_permuted	ce766da96fc3278149ab49e0770ad86f edge bottom_edge 0 L45 0 segment 4 start
labels_permuted	d0b89cd5d44a3b67be4c48da2463ba2c vertex top_vertex 0 L142 0 vertex 3 end
labels_permuted	db17cbe812fdcd41c747afbe0a3cc2b6 vertex bottom_vertex 0 L141 0 vertex 1 start
labels_permuted	de9d5688344a3b7cc35196dd327389b0 vertex top_vertex 0 L146 0 vertex 2 end
labels_permuted	ea0c88a9ab3c16ce98d92d5dee1a93ce face wall 0 L44 0 segment 0 both
labels_permuted	f2c167825676be6d48ae420101342f10 edge top_edge 0 L43 0 segment 5 end
labels_permuted	f4e2cd3d8afdcd07f9791935a391480b vertex bottom_vertex 0 L144 0 vertex 0 start
labels_permuted	f5fec2abceff361d360ce8b6a30fe63e edge vertical 0 L142 0 vertex 3 both
labels_permuted	f62628b147c3275c80e2015b1e6f2d48 edge bottom_edge 0 L42 0 segment 3 start
labels_moved	040ae263a7c3277185e74f5e2c7efccc edge bottom_edge 0 L46 0 segment 5 start
labels_moved	0dcb51f1feff357f90651f9fb99951e0 edge vertical 0 L144 0 vertex 3 both
labels_moved	1431cb426c4a3b6cff8d9c5ae7e7ae0d vertex top_vertex 0 L143 0 vertex 2 end
labels_moved	1c3c3c34f1efadcf9ce173818653b9f3 face end_cap 0 L40 cap end
labels_moved	1fa0fd63e33c16bed51532dba38eb82b face wall 0 L41 0 segment 0 both
labels_moved	2247a1088f1e23927a2260e8d6129232 region region 0 L40 region
labels_moved	2d85b716433c16d3da1a80deb19e87af face wall 0 L45 0 segment 4 both
labels_moved	363a95eeee76be7289ef9581c4b822f1 edge top_edge 0 L42 0 segment 1 end
labels_moved	3977f11866ff3622774e3c376693da1f edge vertical 0 L143 0 vertex 2 both
labels_moved	399f571ddfc32761c22354dbe1f32129 edge bottom_edge 0 L43 0 segment 2 start
labels_moved	441f4fa14e76be878ef4e384d2c7f275 edge top_edge 0 L46 0 segment 5 end
labels_moved	5144805e96ff3584d1a673207d1d45c1 edge vertical 0 L145 0 vertex 4 both
labels_moved	54256f0ee2fdcd3744c508bc8334daf4 vertex bottom_vertex 0 L143 0 vertex 2 start
labels_moved	5535721e1b3c16af115138595902dc88 face wall 0 L42 0 segment 1 both
labels_moved	631a2bd07b3c16c41656865c6712ac0c face wall 0 L46 0 segment 5 both
labels_moved	658fb361644a3b8745d43ddeb97b7172 vertex top_vertex 0 L144 0 vertex 3 end
labels_moved	6df070645afdccfd76f672341c896049 vertex bottom_vertex 0 L146 0 vertex 5 start
labels_moved	79b3c45b8676be77cb30e902883c16d2 edge top_edge 0 L41 0 segment 0 end
labels_moved	87987e0de676be8cd0363705964be656 edge top_edge 0 L45 0 segment 4 end
labels_moved	8afd3f3cd7c3277c0869f65fb386e48e edge bottom_edge 0 L44 0 segment 3 start
labels_moved	9479f1ae12782207761ffa3616137198 face start_cap 0 L40 cap start
